t,px,py,pz,qx,qy,qz,qw,vx,vy,vz,ux,uy,uz,joint1,joint2,joint3,joint4,gripper
1.140000,0.344407,0.020408,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009625,0.012097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.150000,0.344310,0.020529,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009703,0.011953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.160000,0.344213,0.020648,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009781,0.011809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.170000,0.344115,0.020765,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009858,0.011663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.180000,0.344016,0.020881,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009936,0.011517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.190000,0.343916,0.020995,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010013,0.011370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.200000,0.343815,0.021108,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010090,0.011222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.210000,0.343714,0.021220,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010167,0.011074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.220000,0.343612,0.021330,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010243,0.010924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.230000,0.343509,0.021438,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010320,0.010774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.240000,0.343406,0.021545,0.300000,0.000000,0.000000,0.000000,1.000000,-0.010396,0.010624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
